職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
全端工程師 - Full Stack Developer,台灣資料科學股份有限公司,台北市內湖區,"月薪50,000~80,000元",//www.104.com.tw/job/7m79w?jobsource=jolist_a_relevance,"#團隊核心價值
• 解決問題為最終的目標，技術只是其中一種方式
• 不滿足於完成功能與處於現狀
• 不盲目追求最佳解決辦法，在適當的時機採用最合適的解決方案
• 勇於接受挑戰與探索，不怕犯錯的勇氣
• 傾聽、包容、接納多元的聲音與意見
• 有良好的溝通表達能力

#職責
1. 依據客戶需求規劃及實作高效能、高可用性、高擴充性之系統
2. 維護既有系統並視需要規劃重構以增進可維護性
3. 尋找適合的技術及解決方案應用於系統中
4. 自動化持續整合和測試及持續交付

#具備能力
• 良好的程式語言技能，在下列語言佳: Python, React.js
• OOP, Multi-threading, Concurrent programming
• 熟悉任一種 RMDB 或者 NoSQL
• CI/CD (Senior 需具備)
• 熟悉 Linux (Senior 需具備)

#加分項目
• .Net, .Net Core
• MSSQL, PostgreSQL, Redis, MongoDB, Kafka, Elasticsearch
• Linux, Docker, Jenkins, Ansible, Kubernetes, Openresty(Nginx), AWS
• Vue.js, Angular.js, Typescript",專科以上,資訊工程相關、其他數學及電算機科學相關,"['Linux', 'Python', 'ReactNative', 'ReactJS']","●有電商數據分析相關實務經驗尤佳
●對網路產業有極高度興趣，曾有數據分析/挖掘、數位媒體行銷、或產品行銷相關工作經驗者尤佳
●擁有各式統計、機器學習及深度學習相關理論知識，有能力說明原理及應用於實際場景"
科服處-技術研發部資料科學組_Data Engineer資深資料工程師(運務派遣組),全球快遞_全球商務科技股份有限公司,台北市中山區,待遇面議,//www.104.com.tw/job/7d5mc?jobsource=jolist_a_relevance,"1.	和Product manager以及營運單位密切溝通，根據公司的營運目標，蒐集運務資料與分析，建立模型以自動運算出最佳運送人員，並可預測運送結果。
2.	建立運務資料的模型設計、指標設計、成效分析等工作。
3.	搜尋了解相關資料分析平台和工具。
4.	設計與串接 data pipeline。
5.	機器學習、深度學習或其他相關演算法開發。
6.	數據與機器學習模型可視化處理。


----------------------------
福利制度
1. 勞工保險
2. 全民健康保險
3. 職災各類保險
4. 勞工退休金
5. 團隊獎金
6. 員工婚喪喜慶補助
7. 員工健康檢查補助
8. 員工子女獎學金
9. 年度旅遊、生日禮金
10. 績效獎金
11. 節日禮品
12. 完善培訓計劃與暢通升遷管道",專科以上,資訊工程相關、其他數學及電算機科學相關,"['Java', 'Python', 'ETL', 'SPC']","經歷要求：
三年以上資料科學與數據分析相關經驗。

專長要求：
1.	熟悉 numpy pandas、scikit-learn 或其他數據處理與機器學習工具。
2.	精通 R 或 Python 與 PySpark 或 Java 與 MapReduce。
3.	熟悉資料萃取、清理、轉換、載入等 ETL 流程。
4.	熟悉多變量分析方法與實作。
5.	熟悉單變量 SPC、多變量 SPC 技術。
6.	熟悉機器學習理論，並具備實作技術。
7.	熟悉下列任一種深度學習框架：Keras、Tensorflow、pytorch、caffe。
8.	熟悉 matplotlib 或其他 Python 資料可視化套件。"
資深資料科學家 Senior Data Scientist,干城數碼有限公司,台北市中山區,待遇面議,//www.104.com.tw/job/7hyb7?jobsource=jolist_a_relevance,"這份職位將參與協作於知名消費電子品牌數據分析部門，與多位數據專業者合作，為企業打造數據加值的解決方案。

我們曾利用多元的量化分析工具，推動多個具有關鍵影響力的專案，如「產品銷量預測、零件需求預測、產能規劃最佳化」等。我們樂於探索更多創造impact的方法，如機器學習、作業研究、甚至經濟學模型，並將之落實於解決商業問題。

Job Responsibility:
1.	釐清商業需求，並設計相應的Data-Driven的解決方案 (例如運用機器學習、最佳化模型) 
2.	設計並實作量化模型，包含資料清理、釐清資料含意、特徵工程、模型評估等
3.	透過資料分析，提出優化模型的假說，並透過執行驗證，持續優化模型。
4.	透過資料視覺化工具 (Power BI, Python Matplotlib等)，產出主旨清晰的分析
5.	推動專案進行，與跨部門使用者(stakeholder)溝通說明成果
6.	依個人經驗與意願，帶領其他專案成員一同協作",大學、碩士,資訊工程相關、資訊管理相關、數理統計相關,"['Python', 'MS SQL', 'PL/SQL', 'Power BI\u200b']","具資料分析、資料工程相關經歷4年以上，曾帶領相關專案
熟稔機器學習(及統計模型)原理，並具2年以上實作經驗
能快速理解商業問題，並能從資料分析中，看出商業洞見及建議
精通Python及SQL，能產出易讀易維護的程式碼
熱愛學習、喜歡研究新的量化分析方法，並將之用於解決問題
傑出的口說與寫作溝通技巧，能與不同單位的夥伴合作溝通
具備 A/B test、價格敏感度分析、數位軌跡分析、NLP、電商推薦系統經歷者尤佳"
派遣至LINE_Insight planner (data scientist、資料科學家、資料分析師) [115-371],萬寶華企業管理顧問股份有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/6uf4o?jobsource=jolist_a_relevance,"[Team/Position Description]
Insight planner uses data to answer business questions and solve business problems. Perform analysis, Machine Learning and statistical techniques to derive insights from data. Provide suggestion and action plan for result applications.

[Responsibilities]
* Work closely with service planners, business teams and IT to develop data insight solutions
* Understand and document business users’ report/analysis requirement 
* Standardize data collection and tracking dimensions for different services
* Design and develop KPI report and ad-hoc analysis by accessing raw data, analysis tools and reporting tools
* Leverage Machine Learning/Advanced Analytics approaches to deliver insights and solutions

",大學、碩士,資訊工程相關、資訊管理相關、數理統計相關,"['Python', 'MS SQL', 'Google Analytics']","[Basic Qualifications]
* 5+ years experience in business intelligence and data analysis
* Familiar with internet technology, Google Analytics and online AD products
* Capable to perform data pre-processing by SQL, develop report by tableau and build Machine Learning model with python
* Experienced in data project management is a plus
* Fast learner for business domain understanding and strong cross-team communication skill
* Fluent English in oral communication and documentation


LINE's Mission:
https://linecorp.com/en/company/mission
"
經營資訊應用中心－資料科學家 Data Scientist,華新麗華股份有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/7dflp?jobsource=jolist_a_relevance,"發現『大家都在看，卻沒有人看到』的東西

1. 你來問，我來答：擔任數據分析萬事通，無論同仁怎樣問，都能有條不紊的瞭解需求、應用目的、解決疑問，答他個心服口服。
2. 讓數據散發魔力：扮演數據偵探，從一堆資料規劃分析步驟、清理錯誤資料、挑選分析方法/模型，還可以用BI工具讓分析結果長的漂亮、說的一口白話文。
3. 個人能力爆發：大秀個人能力肌肉，讓所有人知道爬蟲、自動化分析、API呼叫/建置…等，也是熟到不能再熟。
4. 輕鬆團隊合作：展示萬夫莫敵氣勢，發揮溝通長才，協調跨部門資訊/資源共享，和同仁、PM快樂合作，共同完成長官各種交辦事項。",大學以上,統計學相關、資訊工程相關、資訊管理相關,"['Python', 'R', 'Tableau', 'Power BI\u200b']","技能要求：具Python, R, 資料爬蟲, natural language processing, speech to text資料處理, Tableau/PowerBI等BI

所需特質：外向、擅長溝通、具備team work精神"
門市服務人員(駐埔里酒廠)(具語言證照或學歷),台灣資料科學股份有限公司,南投縣埔里鎮,"月薪27,000元",//www.104.com.tw/job/7ncir?jobsource=jolist_a_relevance,"(1) 銷售推廣品評員：負責銷售收款、結帳商品銷售推廣品評、試吃及展售等相關之工作。
(2) 服務台禮賓員：禮賓接待(含外語系客人)、司機點券登記發放、宅配寄送客戶服務(含消費者抱怨處理 )。
(3) 其他主管臨時交辦事項。

※需具外語能力、相關學經歷或語言證照(只要符合其中一項即可)
※視每月營業額情形而另有「業績成長獎金」
※正式上班日：111年6月1日。",專科以上,英美語文相關,[],英文外語相關科系畢業或英語相關證照
"資料科學家_高雄/桃園｜享推薦獎金6,000~10000元",鴻佰科技股份有限公司,高雄市前鎮區,待遇面議,//www.104.com.tw/job/7lf50?jobsource=jolist_a_relevance,"2022/4/6 ~2022/12/31止，各項獎金等你拿!
▲主動應徵，任職滿6個月可領【自我推薦獎金】6,000元。
▲回任同仁，任職滿6個月可領【回任獎金】8,000元。
▲推薦親友一起加入，任職滿6個月可領【推薦獎金】10,000元。
******************************************************************

Job Summary:
The Statistician/Data Scientist will be responsible for all advanced statistical methods utilized for improving product quality, production yield, and factory effectiveness as well as finding the root-causes, along with other consulting services such as customer targeting and lead scoring in support of sales and marketing activities worldwide.

Key Responsibilities:
‧ Design, implement, and refine advanced statistical/Machine Learning models to support product quality improvement, increasing yield and factory effectiveness.
‧ Cultivate strong relationships with production line engineers, IT, and other key stakeholders to ensure alignment of modeling initiatives with company objectives and to identify new hypotheses for model improvements.
‧ Scale out modeling capacity by driving infrastructure improvements such as automation of data preparations, model training, implementation, and optimization.
‧ Support integration of models into tools for use by product engineers and business analysts.
‧ Engage with customers to develop and customized data analytics solutions to address special needs.
‧ Address ad hoc queries from management and present actionable recommendations in a clear, concise, and convincing manner.
‧ Communicate the application and benefits of using various predictive modeling techniques to improve decision-making to customers and stakeholders.
‧ Collaborate effectively with team members, whether leading projects or supporting initiatives led by others. 
‧ Provide direction, training, and guidance to less experienced team members.  ",專科以上,英美語文相關,[],"Qualifications:
‧ Master or PhD degree in a field where there is intensive training in quantitative methods such as Statistics, Machine Learning, Electrical and Computer Engineering, Economics, Physics, Industrial Engineering, or Operation Research. PhD prefer. 
‧ Research field in Design of Experiment, Response Surface Methodology, Survey Sampling, Time Series, Temporal Data, Bayesian Statistics, Survival Analysis, High Dimensional Data Analysis, Nonlinear Models, Linear/ Nonlinear Programming, Optimization, or Classification would be a big plus. A strong candidate must hit at least 1-2 fields above.
‧ (Plus) ‧ Research field in Image/Video Processing, Signal Processing, Machine Learning, Deep Learning, Statistical Inference, Optimization, Programming & Data Structure, or Algorithm and Database. A strong candidate must hit at least 1-3 fields above.
‧ 5+ year experience (for senior) in successfully developing and implementing predictive models in the production environment.
‧ Professional in R, Python, Tensor Flow, MatLab, or SQL, with practical expertise in programming and statistical modeling procedures including Linear Regression, Logistics Regression, Generalized Linear Model, Mixed model, Survival Analysis, and ARIMA model.
‧ Demonstrated skills in data cleansing and transformations in the creation of predictor variables from complex data structures.
‧ Knowledge of scorecard development, performance measurement, and business intelligence software solutions. 
‧ Detail-oriented and interested in applying quantitative methods to solving engineering and business problems.
‧ Ability to thrive in a dynamic, collaborative team environment."
Data Scientist(資料科學家/AI 工程師),李長榮化學工業股份有限公司,高雄市楠梓區,待遇面議,//www.104.com.tw/job/4jao3?jobsource=jolist_a_relevance,"1. 洞察公司營銷/工廠運維的數據，並應用數據挖掘、機器/深度學習、最佳化等等技術，優化產品品質、提升生產效率減少資源的耗用、提升設備的妥善率，並找到問題的根因與最適的生產操控作業。
2. 以智慧製造的策略發展，應用集團內各工廠的生產數據與領域專家合作，制定生產製造所產生的問題，處理相關數據以符合製程的運作，並應用相關的演算法，建立線上即時預測或分析模型，協助工廠解決生產問題的痛點。 
3. 協助商業營銷活動的分析，開發應用相關演算法模型進行分析與預測，提升獲利與企業競爭力。
4. 依照環境的現況，設計出最佳的解決方案(e.g. AIoT, Edge/Cloud computing)，並做視覺化呈現或告警通知給予使用者最適的業務運作協助。
5. 管理線上模型的生命週期，研究與開發相關演算法，保持模型的預測的效用與運作效率。
",大學、碩士,數學及電算機科學學科類、統計學相關、資訊工程相關,[],"1. 碩士及以上學歷，資訊、電機、工業工程、統計學、數學相關系所或具機器學習、資料分析背景等相關系所
2. 具機器學習、深度學習或資料分析背景等相關知識經驗
3. 具備程式開發熱忱與積極性，善於跨部門溝通協調與具備團隊合作精神並能獨立解決問題
4. 熟悉以下至少一種資料分析語言：Python, R, C/C++,Java
5. 熟悉機器學習或資料分析工具或套件：Scikit-learn, PyTorch, Tensorflow, Keras, OpenCV...等
"
機器學習演算法工程師/資料科學工程師/Machine Learning Engineer/Data Scientist,Phison Electronics Corp_群聯電子股份有限公司,苗栗縣竹南鎮,待遇面議,//www.104.com.tw/job/5ov5m?jobsource=jolist_a_relevance,"1.Works with large volume of data on the Big Data platform, perform data analysis and mining to generate novel solutions for NAND Flash based storage application.
2.Development of deep learning algorithm for NAND Flash controller.
3.Development of DSP for system reliability improvement.
4.Design the error handling algorithm for NAND Flash based storage system.
5.Create new visualization software that leverage machine learning and predictive analytic to bring new insights and solution to the business.
6. Familiar with C language would be plus",碩士以上,電機電子工程相關、資訊工程相關、數理統計相關,"['C', 'C++', 'Python']","1.Strong basics in Linear Algebra, Probability & Statistics
2.Familiar with machine learning algorithm
3.Excellent communication and interpersonal skills
4.持有經濟部能力鑑定(iPAS)證書者優先面試! BDA"
雲端數據分析師_資料科學家,銓鍇國際股份有限公司,新北市中和區,待遇面議,//www.104.com.tw/job/4wlhn?jobsource=jolist_a_relevance,"1. AWS雲端服務架構分析、概念驗證、移轉規劃與實施。
2. AWS 雲端 AI/大數據分析。
3. 客戶雲端架構管理及問題諮詢處理。
4. 支援教育訓練及行銷活動之講師。

工作條件：
1. 對至少一項程式語言有足夠瞭解的信心 (我們目前使用 PHP 及 Go，Serverless 使用 Python 及 Node.js)。
2. 瞭解版本控管，並實際使用過 Git/GitHub。
3. 熟悉 RMDB (SQL-Server/PostgreSQL/MySQL/Oracle) 以及 NoSQL (MongoDB/Redis/DynamoDB)。 
4. 有大數據平台建置經驗 (Hadoop/Spark/Hive)。
5. 執行大數據資料 ETL 及視覺化的能力

加分項目：
1. 具AWS, Azure, Google Cloud Platform...等國際雲端服務之使用經驗佳。
2. 具備 AIOT/機器學習並使用過 AWS SageMaker 經驗者尤佳。
3. 具備 AWS Serverless/Lambda 開發經驗者尤佳。 
4. 具 AWS 助理架構師認證或 GCP 相關認證佳。
5. 對於學習新技術有熱忱者。",專科以上,不拘,[],"1. 認真負責，良好溝通能力，團隊配合度高。
2. 豐富的客戶提案開發與服務經驗。
3. 具虛擬化的基礎佳。
4. 抗壓性及適應能力強、有團隊合作精神。
5. 具資訊安全認證或相關訓練尤佳(如：個資、ISO27001、ISO20000、ITIL等)。"
2022年【研發替代役】醫學資料科學家/大數據分析,亞迪電子股份有限公司,新北市三重區,待遇面議,//www.104.com.tw/job/7jggk?jobsource=jolist_a_relevance,"1. 進行生理雷達、熱像儀或其他感測器在醫院或長照安養相關的研究。
2. 提供醫院或長照安養機構諮詢服務。
3. 有大型資料庫管理及統計分析經驗者(如健保數據庫、Hcup、Seer等)，或是對於大數據分析有興趣者佳。
4. 分析、整理、清理生理大數據，並從中發現問題或提供建議

工作任務
1. 醫學生理研究文獻檢索與整理。
2. 需至現場調查在醫院或長照安養機構人員操作情況、進行觀察、調查資料整理。
3. 運用質性或統計軟體進行資料分析、撰寫數據分析結果。
4. 溝通、協調，協助計畫相關活動、交辦事項協助推動計畫執行。",博士,醫藥工程相關、護理助產相關、其他教育相關,[]," 1.醫護相關知識
2.統計、大數據相關知識
3.人工智或機器學習演算法
4.對生理、醫學資料有高敏感度
5.熟悉統計相關套裝軟體（如SPSS、STATA、SAS、R等）或大數據工具。 "
派駐行政人員_農委會動植物檢疫局_動檢組技術科,台灣資料科學股份有限公司,台北市中正區,"月薪34,000~40,000元",//www.104.com.tw/job/7juhu?jobsource=jolist_a_relevance,"資格條件：
1. 英文能力:全民英檢中級以上或同等考試及格(檢附考試及格證書影本)，或具有留學國外英語系國家大專院校以上學歷(檢附學歷證明)。
2. 可提供具有與擬任工作性質相關之訓練或工作經驗佐證資料供參，具有公務行政經驗者尤佳。
3. 對於涉外事務具有高度興趣與熱忱，具備溝通協調能力。
4. 嫻熟微軟相關文書作業軟體。

工作項目
1. 辦理我國參與世界貿易組織食品安全檢驗與動植物防疫 檢疫(SPS)措施委員會及其他多邊貿易業務。
2. 動植物防疫檢疫之多邊、雙邊國際合作、交流、諮商等 國際事務彙辦與協調之幕僚作業。
3. 國際間非洲豬瘟等重要動物傳染病疫情與防治措施資訊 蒐集。

待遇：
學士每月起薪新臺幣34,916元 
碩士每月起薪新臺幣40,901元 ",專科、大學、碩士,英美語文相關,"['Excel', 'PowerPoint', 'Word']","熟悉公文格式及處理流程
具備公文收發、交換、郵務及檔案處理等相關知識
曾於政府機關從事性質類似工作經驗者為佳


★   要找好工作也要適當的表現出積極性與處事的縝密性，請將履歷表更新至最近一項工作，履歷中凡缺照片、聯絡方式、自傳，可能是您忘記或者尚未具備這些條件，人資可能會不小心略過這些履歷喔！★  "
行政人員 需不定時外派 (雙北),台灣資料科學股份有限公司,台北市內湖區,"月薪28,000~30,000元",//www.104.com.tw/job/7mw56?jobsource=jolist_a_relevance,"1.負責一般文書資料處理工作。
2.管理各類文件檔案。
3.協助處理庶務性行政工作。
4.不定時外派至公司轄下各單位代理行政庶務(雙北)。
5.可獨立完成單位上級指派任務，良好口條，積極熱情。",專科、大學,不拘,"['Excel', 'PowerPoint', 'Word']","熟悉公文格式及處理流程
具備公文收發、交換、郵務及檔案處理等相關知識
曾於政府機關從事性質類似工作經驗者為佳


★   要找好工作也要適當的表現出積極性與處事的縝密性，請將履歷表更新至最近一項工作，履歷中凡缺照片、聯絡方式、自傳，可能是您忘記或者尚未具備這些條件，人資可能會不小心略過這些履歷喔！★  "
業務助理(派駐經濟部能源局),台灣資料科學股份有限公司,台北市中山區,"月薪32,000元以上",//www.104.com.tw/job/7hok4?jobsource=jolist_a_relevance,"一、大學以上畢業或專科畢業需具相關工作經驗1年以上
二、具1年以上民間或公家機構文書及行政管理工作經驗，具公家機構服務經驗者尤佳
三、具公文處理能力
四、熟悉辦公室軟體電腦操作
五、新聞稿發布等新聞公關業務(具相關經驗尤佳)
六、談參資料彙整
七、每日輿情資料蒐集
八、協辦(能源議題推廣研析及因應策略規劃案)委辦計畫",專科、大學、碩士,不拘,"['Excel', 'Outlook', 'Word', '中文打字20~50']","
"
派駐行政人員_農委會動植物檢疫局_動檢組行政科,台灣資料科學股份有限公司,台北市中正區,"月薪34,000~40,000元",//www.104.com.tw/job/7hyvy?jobsource=jolist_a_relevance,"
學士（專科）
1. 動植物防檢疫工作文書處理及聯繫
2. 非洲豬瘟相關會議準備、紀錄及歸檔
3. 非洲豬瘟應變工作協辦及聯繫（各部會及各縣市）
4. 非洲豬瘟宣導業務協助
5. 其他因應非洲豬瘟疫情臨時交辦事項

碩士
1. 除上述工作項目外，另增加下列工作項目
2. 協助彙整助理人員勤務、加班、出差、薪資等資料
    並辦理請款及核銷作業
3. 非洲豬瘟計畫相關需求彙整及研提工作之協助
4. 協助修訂檢疫法規、英譯法規
5. 審查國外輸出之檢疫證明書
6. 協助違規輸入動物檢疫物之裁罰相關



待遇：
學士每月新臺幣34,916元。 
碩士每月新臺幣40,901元 。
",專科、大學、碩士,不拘,"['Excel', 'PowerPoint', 'Word']","熟悉公文格式及處理流程
具備公文收發、交換、郵務及檔案處理等相關知識
曾於政府機關從事性質類似工作經驗者為佳


★   要找好工作也要適當的表現出積極性與處事的縝密性，請將履歷表更新至最近一項工作，履歷中凡缺照片、聯絡方式、自傳，可能是您忘記或者尚未具備這些條件，人資可能會不小心略過這些履歷喔！★  "
派駐行政人員_農委會動植物檢疫局_新竹分局機場檢疫站助理,台灣資料科學股份有限公司,桃園市大園區,"月薪27,000~40,000元",//www.104.com.tw/job/7nm83?jobsource=jolist_a_relevance,"學士:
l .協助空運倉儲及航空快遞檢疫業務(榮儲、遠雄、華儲及永儲) :
( 1 )協助快遞倉海關扣押貨物之封存、消毒等作業。
( 2 )協助製作訪談紀錄、違規案件卷宗等行政作業處理。
( 3 )協助畜肉產品採樣及送樣。

2·協助桃園國際機場第1、2航廈檢疫業務:
( 1 )協助檢疫人員配合關務署臺北關於綠線加強攔檢稽查頻度及旅客違規裁罰作業。
( 2 )稽核保全協檢、執行防疫消毒毯噴灑消毒藥劑及其他相關業務,必要時協助執行X光機旅客手提行李檢查。
( 3 )入境動植物檢疫處理通知書及裁處書等文書資料繕打、統計彙整及其他檢疫業務相關庶務。
( 4 )協助檢疫犬隊巡檢偵測作業及高風險入境旅客之行李檢查及消毒作業。
( 5 )農畜產品棄置箱內農畜產品銷燬、封存、採樣及送樣、清運等作業。
( 6 )協助空廚殘羹回收處理查核業務。

3·協助配合關務署、縣市政府執行市面肉品稽查業務與協助海巡單位緝私檢疫物消毒、採樣封存等相關作業行政工作。

4·於辦公室協助辦理違規處分後續催繳罰緩、一般文書作業及其他臨時交辦檢疫業務。

5·其他因應非洲豬瘟疫情臨時交辦事項。

★具有美編能力(海報、宣傳摺頁製作等）優先面試。★

碩士:
1.除上述學士工作項目外,另增加下列工作項目。
2·協助辦理違法進口案件之受處分人訪談、草擬違法事項移送防檢局裁罰等業務。
3·配合檢疫業務協助複審工作,並協助教育訓練工作,及擬定助理工作標準作業程序(SOP) ;依業務需要製作長官視察所需簡報及相關研究資料。

待遇：
高中每月新臺幣27,434元。 
學士每月新臺幣34,916元。 
碩士每月新臺幣40,901元。

",專科、大學、碩士,不拘,"['Excel', 'PowerPoint', 'Word', 'Adobe Photoshop', 'Illustrator']","會接觸出入境旅客，不怕生，需打三劑疫苗（參考資料：https://www.cdc.gov.tw/Bulletin/Detail/7qQSEuMJVwjiKwNzwKT8tQ?typeid=9）

需具備以下專業能力及一般能力·
( 1 )具備電腦文書處理能力(Word、Excel、Power Point …等)。
( 2 )具溝通協調能力及服務熱忱,可面對旅客進行宣導。需配合接受相關訓練以協助檢疫物判定。
( 3 )有時配合檢疫犬組執勤,須不怕狗,對動物友善。
( 4 )具碩士學位者,須具備計畫研擬、專案開發及資料研究之能力。
★( 5 )具有美編能力(海報、宣傳摺頁製作等）優先面試。★


★   要找好工作也要適當的表現出積極性與處事的縝密性，請將履歷表更新至最近一項工作，履歷中凡缺照片、聯絡方式、自傳，可能是您忘記或者尚未具備這些條件，人資可能會不小心略過這些履歷喔！★  
"
遠傳friDay購物 - AI資深工程師/資料科學家,friDay購物_遠時數位科技股份有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/7fn1p?jobsource=jolist_a_relevance,"1. 執行 SQL 及 DB 資料操作
2. 以 PyTorch 或 Tensorflow 建立模型
3. 設計 NLP 任務進行關鍵字擷取及內容分類
4. 分析電子商務數據資料，支持業務單位需求
5. 配合團隊合作開發應用內容",大學以上,不拘,"['Python', 'MS SQL']","符合下列條件者尤佳
1.大學畢業
2.熟悉 SQL 語法，熟悉 Python/NumPy/Pandas
3.熟悉 scikit-learn 及 PyTorch 或 Tensorflow
4.熟悉 ETL 流程，資料收集/清理/建模
5.對電商相關資料處理及分析有興趣及熱忱，例如推薦系統"
〔個金〕2022年度研發替代役-資料科學家(含役前實習) (台北),台新金控_台新國際商業銀行股份有限公司,台北市大安區,待遇面議,//www.104.com.tw/job/6veou?jobsource=jolist_a_relevance,"★想往研發替代役的同學們趕快看過來★

想要在畢業旺季前就獲得實習就業機會?
想要讓自己當兵也能職場經驗收穫滿滿?

特色:
☆☆台新銀行，為研發替代役男創造更多機會☆☆
業界少有的先實習再媒合，讓您掌握職務更容易。

職務內容:
1. 客戶行為與數據洞察分析，掌握客戶往來機會，透過專案及管理決策報表，提供商業決策建議。
2. 行銷發展之數據分析導入及運用，包含內外部新型資料發展，提高業務價值。
3. 各AI演算法技術模型開發與實作，並規劃有落地應用之場景。",碩士以上,商業及管理學科類、數學及電算機科學學科類,"['Python', 'R']"," 1. 具備2022年度研發替代役資格，碩士以上學歷。
2. 具資料分析相關專案、分析競賽經驗尤佳。
3. 核心技能：程式語言(含開源軟體語法Python、 R)之撰寫，開發模型能力，邏輯思考能力。
 "
兼職內場人員 (基隆),台灣資料科學股份有限公司,基隆市中正區,時薪168元,//www.104.com.tw/job/7cvg0?jobsource=jolist_a_relevance,"(1) 負責洗、剝、削、切各種食材，以完成烹飪的前置工作。
(2) 依照客人的點單，準備不同菜色所需要的食材。
(3) 於出菜時負責菜餚擺盤或調整份量之工作。
(4) 清洗碗盤、餐具。
",高中以上,不拘,[],"(1) 有志投入餐飲服務業者
(2) 對餐飲服務工作有熱忱，具備高度親和力及親切笑容
(3) 個性積極主動、細心負責、適應力強、抗壓性佳"
英文祕書,台灣資料科學股份有限公司,台北市內湖區,"月薪35,000~50,000元",//www.104.com.tw/job/7mvat?jobsource=jolist_a_relevance,"精通英文聽說讀寫，具備英文書面及精通英文與中文兩種語言，將一種語言的文字內容轉寫成為另一種文字，或現場就所討論主題之術語進行口頭翻譯

1.在保留語法及詞意的原則下，準確且流暢地將一種語言或文字翻譯成另一種文字
2.依據不同的題材，進行不同重點的翻譯
3.進行直接的口述翻譯、文件公文翻譯及口譯
4.從事譯文之校訂及修改、彙整專案資料
5.支援編輯工作、公文收發，會議時間安排

工作條件
1.口語翻譯能力  
2.能獨立作業者，如國內外中英文電郵/電話/書信往來 
3.國外英文書信及電話連絡 
4.國外原廠英文書信聯絡 
5.文件翻譯(英翻中，中翻英)
7.主管交辦事項及協助行政事務與跨部門溝通聯繫 
8.一般文書資料處理工作
9.高配合度、抗壓性強、溝通反應好、須有敏銳度
",專科以上,不拘,"['Windows 10', 'Excel', 'Outlook', 'PowerPoint', 'Word', '中文打字50~75', '英文打字75~100']","(1) 有志投入餐飲服務業者
(2) 對餐飲服務工作有熱忱，具備高度親和力及親切笑容
(3) 個性積極主動、細心負責、適應力強、抗壓性佳"
董事長特助,台灣資料科學股份有限公司,台北市內湖區,"月薪30,000~60,000元",//www.104.com.tw/job/6mwhp?jobsource=jolist_a_relevance,"0. 這個位置很重要，必須有跟我們一起開創事業的決心再來投CV
1. 協助董事長對外行程規劃
2. 協助董事長公司內部之決議事項及各項專案
3. 需南北出差至國內各縣市並溝通公部門大型計畫案
4. 公司重要來賓接待
5. 安排公司內部會議 
6. 會議紀錄工作 
7. 董事會交辦任務
8. 經費單據核銷
9. 大型企劃工作
10. 跨部門溝通協調能力 
",大學,不拘,[],"1. 熱情大方
2. 樂於溝通
3. 心思細膩
4. 機動性強
5. 外派出差"
數位產品銷售人員,台灣資料科學股份有限公司,台北市內湖區,"月薪40,000~50,000元",//www.104.com.tw/job/6ys9v?jobsource=jolist_a_relevance,"(1). 負責產品專業服務之展示及報價，根據客戶性質，客製專屬解決方案。
(2). 定期拜訪客戶，維繫穩定客戶關係。
(3). 主動搜集客戶需求，或影導客戶產生需求。
(4). 建立、推廣、經營現有產品及公司整體的形象，並負責相關產品的銷售。
(5). 目標業績制: 需涵蓋一定的營業額及毛利，每季檢討績效，並另有獎金制度。

",大學以上,不拘,[],"(1).	口語溝通表達能力強。
(2).	負有責任心、做事積極且細心，且有良好的溝通協調能力，可獨自完成專案銷售，具執行力。
(3).	具備簡報能力，擅長圖表製作與數字分析。
(4).	有效率完成主管交辦事項、團隊合作及勇於接受挑戰。
"
