職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
Senior/Junior Back-end Engineer 後端工程師,迪威智能股份有限公司,台北市大安區,"月薪60,000~120,000元",//www.104.com.tw/job/7ecqo?jobsource=jolist_b_relevance,"職缺描述
Senior/Junior Back-end Engineer

Responsibility:
1.	Build/Develop back-end environments with DeepWave’s AI solutions.
2.	Collaborate with DeepWave’s AI team to launch AI service APIs.
3.	Collaborate with DeepWave’s Front-end team to build up/maintain/develop DeepWave’s online solutions.

Senior Responsibility:
1.	Understand workflow completely to help team members in developing/building/maintaining back-end.
2.	Help to define and improve our internal standards for style, maintainability, and best practices for AI-heavy projects with members through code review. 
3.	Help Junior to develop their technical skills/responsibility.

Professional Skills:
1.	1~2/3+ years relevant back-end experience in Python (other programming languages are welcome)
2.	Familiar with Linux
3.	Familiar with Git
4.	Familiar with Basic AWS toolkit such as EC2, RDS, S3, Lambda…
5.	Familiar with Docker/k8s
6.	Experience in building RESTFul APIs with Flask, FastAPI, Nginx, gunicorn, …
7.	Self-motivated, self-managed, and passionate about what we do.
8.	Strong technical communication skills.
9.	Team-work spirit, be nice, and respect others


Nice to have:

Experience working with a remote team
Experience in a startup environment
",不拘,不拘,[],"1.邏輯思考清晰
2.細心
3.學習熱誠
3.有前後端專案開發經驗佳
4.有前端框架開發經驗佳"
(Jr./Sr.) UI&UX Designer / Product Designer,領投肯科技股份有限公司,台北市信義區,"月薪40,000元以上",//www.104.com.tw/job/7gtba?jobsource=jolist_b_relevance,"LCG是一個賦能顧問團隊，善用敏捷思維替客戶打造商業落地模式。
好奇驅動 X 熱愛執行 X 敏捷態度，是團隊文化的一環。

這位置未來會不斷地產生劇烈變化，你需具備產品設計的相關技能＆軟體操作，也需擁有與數位團隊之合作經驗。在整體需求中，還能迎接各類落地挑戰，比如創造風格視覺與探索良好體驗，協助團隊洞察視角，利用視覺旅程找出問題空間，替客戶與團隊搭建設計思維之路。

【#必備條件】
1. 具備UX & Design Thinking mindset。
2. 經歷 Desktop web / Mobile web / APP 等產品開發經驗。
3. 從 Wireframe -> Mockup 能階段性展現迭代方案。
4. 熟悉至少一種UI設計工具，XD優先。(＊我們偶爾混用Figma或Sketch。)
5. 需能使用UI相關工具用來呈現流程與視覺切版，例如：XD、Fingma、Sketch等。
6. 可操作至少兩種主流設計工具，例如：Photoshop＋Illustrator。
7. 具備溝通協調的能力，同時能善用個人能力幫助團隊。
8. 對區塊鏈有一定程度的理解 / 關注數位轉型等新商業模式等議題。
9. 能將品牌＆產品進行整體視覺規劃。

【#加分項目】 
1. 參與敏捷開發的經驗。
2. 參與新創或產業轉型的經驗。
3. 參與區塊鏈項目＆對生態系統有一定熟悉度。
4. 具html、css、sass、jq等前端設計技術 or 具前端工程技術觀念。
5. 能理解網站技術，並擁有與數位團隊合作經驗。

【#關於作品建議】
1. 建議可直接提供網址之方式。
2. Dribbble / Behacne 等帳號。
3. 個人網站與線上作品集。
4. 提供良好閱讀體驗。",大學以上,藝術商業設計,"['HTML', 'JavaScript', 'jQuery', 'CSS', 'Adobe Photoshop', 'Illustrator', 'Sketch', 'Zeplin', 'Adobe XD']","1.邏輯思考清晰
2.細心
3.學習熱誠
3.有前後端專案開發經驗佳
4.有前端框架開發經驗佳"
網站後端工程師,樂果移動數位科技股份有限公司,新北市中和區,"月薪40,000~50,000元",//www.104.com.tw/job/7jo03?jobsource=jolist_b_relevance,"* 配合技術主管Web平台產品持續開發、改善及維運
* 開發相關API提供前端使用
* 協助解決及處理金流串接相關技術問題
* 接觸GCP / Azure
* 製作相關流程圖

任職要求：
* 具高度責任感、穩定性、獨立思考、積極學習，工作配合度高可與團隊成員合作。
* 使用 C#, Git, Visual Studio
* ASP.NET/.net Core/ MVC架構/ OOP
* 使用 MySql或MSSQL 關聯式資料庫
* 基礎HTML / CSS / Javascript / JQuery / Bootstrap / JSON / AJAX
***** 跟著技術團隊持續成長/分享所學
",專科、大學,不拘,"['OOP', 'C#', 'Visual Studio', 'MS SQL', 'MySQL', 'HTML', 'JavaScript', 'CSS']","加分項目
+ 使用過雲端平台, 如 AWS, GCP, Azure...
+ 使用過 Linux 作業系統
+ 瞭解 Unit Testing
+ 開發過WinForm平台程式
+ 如有作品,可附上加分
+ 看得懂php"
台北-Web全端工程師(php/.net),榮成紙業股份有限公司,台北市松山區,待遇面議,//www.104.com.tw/job/7c8p3?jobsource=jolist_b_relevance,"新IT團隊正在進行資訊系統改革，積極找尋有意願加入團隊的優秀人才(薪優)，職務內容如下：
1.負責開發及維護Web相關前後端程式、技術文件撰寫
2.使用GCP進行資訊系統翻新及整合專案(ERP、BPM、SCM、EIP)
3.使用php/.net程式設計開發、測試、維護

",專科、大學,不拘,"['ASP.NET', 'PHP', 'Informix', 'JDBC', 'MS SQL', 'MySQL', 'ODBC']"," 基本條件：
1.大學以上畢業，3年以上相關工作經驗
2.具備RWD前端網頁實作案例，使用者端及管理後台Web開發經驗
4.熟悉.net framework
5.開發APIs及介接其他系統(Web、iOS、Android)
6.具備良好的溝通能力和團隊協作，可與視覺設計、美工團隊協作

加分條件：
1.熟悉Google Cloud
2.MVC開發經驗
3.初階DBA管理經驗
4.視專案任務出差台灣、大陸各廠(疫情期間不出差)

*年薪15個月(含2個月半年考核) "
資深設計師Senior Designer,桑河數位科技股份有限公司,台北市萬華區,"月薪40,000元以上",//www.104.com.tw/job/5aw3d?jobsource=jolist_b_relevance,"希望找到跟團隊一起迎接挑戰，一起進化的夥伴
❖應徵者請務必附上相關作品集❖

希望你是
1. 具備三年以上數位相關設計經驗。
（有廣告代理商工作經驗優先考慮）
2. 兼具平面視覺設計&動態影像製作的能力。
3.熟悉社群網路平台生態、隨時跟得上流行趨勢。
4. 熟悉素材製作的大小事。
5. 能與團隊有良好互動，參與發想討論。
6. 如果身兼一點點前端技術，簡直不要太完美
(前端技術像是基本html切版、Css coding、簡單動態這種)

你會接觸到的內容有：
1. 社群內容製作（FB/IG/LINE）。
2. 創意Idea發想，讓品牌更接近消費者。
3. 與業務、企劃等相關人員配合，協同執行數位相關專案。
(包含網站製作、宣傳素材製作、網路活動)


這家公司適合你嗎？ 請考慮以下幾點：

1. 合理且彈性的上下班時間：
我們可以躲開人群的擁擠，可以重視家庭、享受下班生活
但仍然會視專案情況加班(這行是避不開的)
同時在專案忙碌時，要有承受短期壓力的能力
（加班可選補休假或是加班費，符合勞基法）
當然，如果你很高效率，速度快品質好，準時下班也ok

2. 沒有不合理的規矩：
這裡只適合願意對自己、對團隊負責任的人!
主管人很好，事情做好就不會太管你
必須與與團隊有良好的互動
互相提供工作上的建議、互相Cover協助工作
對專案負責，並且需秉持良心自律，做好工作上的自我要求與管理

3. 客戶多為知名國際品牌：
在這裡可以得到很多大品牌的操作經驗
我們的作品會被許多人所看到，甚至討論
比較挑戰的，是需在品牌的規範與限制下發揮創意

4. 請Google 定位「桂林路家樂福」：
附近好吃的東西很多很多，加上「每週都有」手搖同樂日
如果自制力不夠，請多運動

5. 我們希望你心智成熟、有同理心：
有事就請直說，有疑問就請問，不懂的事情一定會有人教你
遇到奧客或什麼鬼的，也會有人幫你
謝絕愛搞小圈圈、愛演內心戲、沒有團隊精神或是玻璃心的朋友！

6. 我們很能包容「有點特色」的你，例如：
可以很時尚、很怪、很日或很韓，
可以全身黑、全身白、全身綠或全身藍，
可以愛講髒話、愛講笑話、悶騷或是擺明了騷
可以是風向、火象、水象，或完全不在意命盤
可以喜歡同性、喜歡異性、也可以保有不確定性
可以重視環保、愛吃牛肉、或只吃素、只吃雞
可以達賴喇嘛、耶穌基督、或微跨越傳統善良風俗
但請不要虐待動物，不要在辦公室裡耍髒亂＆堆積私人雜物

",專科、大學,不拘,"['HTML', 'CSS', 'Adobe Photoshop', 'Illustrator']"," 基本條件：
1.大學以上畢業，3年以上相關工作經驗
2.具備RWD前端網頁實作案例，使用者端及管理後台Web開發經驗
4.熟悉.net framework
5.開發APIs及介接其他系統(Web、iOS、Android)
6.具備良好的溝通能力和團隊協作，可與視覺設計、美工團隊協作

加分條件：
1.熟悉Google Cloud
2.MVC開發經驗
3.初階DBA管理經驗
4.視專案任務出差台灣、大陸各廠(疫情期間不出差)

*年薪15個月(含2個月半年考核) "
Front-end Developer,吉昌科技有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/73i8b?jobsource=jolist_b_relevance,"Required:
1. Front-end engineer 2 years or above
2. Familiar with any front-end framework of Vue and React
3. Git version control practical experience
4. Experience working with RESTful APIs
5. Good programming style
6. Outstanding analytical/problem-solving skills and trace code experiment",專科,不拘,"['HTML', 'JavaScript', 'CSS', 'ReactJS', 'VueJS']","Preferred:
1. Game related experience
2. Experience in developing cross-platform App (React Native、Flutter)
3. Experience in developing Hybrid App 
4. Familiar with App (iOS/Android) UI design specifications
5. Independently building development environment and troubleshooting
6. Experience working with WebSocket
7. Familiar with Redux, Vuex"
後端工程師(Node.js),領先創新科技股份有限公司,台北市松山區,"月薪50,000~80,000元",//www.104.com.tw/job/7i22q?jobsource=jolist_b_relevance,"【工作內容】
1.	負責衍生產品專案開發與維護。
2.	負責軟體之分析、設計以及程式撰寫。
3.	進行現有專案功能優化開發。
4.	針對產品需求與團隊共同討論，評估制定產品開發計畫、時程。
5.	承接新功能的設計開發策劃、與前端密切配合，確保產品品質。
6.	協助團隊建立技術典範，持續對規劃、討論、開發、驗證的協作流程提出建議。
7.	其他主管交辦事項。


【必備條件】
1.   二年以上Node.js後端服務開發經驗。
2.   熟悉Express Web Framework。
3.   熟悉Unit Test撰寫。
4.   熟悉任一關聯式資料庫（如My SQL、Postgre SQL ）。
5.   熟悉Git版本控制工具。
5.   邏輯思考能力強且具解決問題的獨立思考能力。
6.   對技術有熱情並樂於分享。
7.   具備團隊合作的精神、正面且專業的態度及強烈的責任心。

【加分條件】
1.   熟悉任一雲端服務(GCP/AWS...)
2.   具區塊鏈/虛擬貨幣相關知識
3.   具Solidity智能合約開發與部署經驗
4.   熟悉K8s、Docker操作",大學、碩士,不拘,"['Git', 'MS SQL', 'Node.js']",**投遞本職務時，請確定相關Node.js後端開發經驗已逾2年**
產品專案經理 Product PM,昱峰智能大數據科技股份有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/6ta63?jobsource=jolist_b_relevance,"本公司提供智慧製造所需的人工智能大數據分析整合資源及服務，現行開發及合作產業有：PCB產業、晶圓半導體產業、光電產業、化工業。
過跨領域專案不僅可協助客戶應用產品解決良率提升問題，更能夠精進自我AI大數據應用能力，並開發多元產業應用。邀請有志加入工業4.0、智慧製造、良率提升及AI大數據的行列的人才加入團隊！

詳細工作內容：
1.	參與Presale與BD合作，以AI大數據分析相關技術專業支援向客戶介紹說明產品優勢、特色及效益。
2.	提供AI+Bigdata及智慧製造相關資訊系統等前期導入、具體應用之專業諮詢服務。
3.	能從技術面及應用面實際協助客戶導入系統產品並解決痛點問題。
4.	協助客戶及工程師在轉型工業4.0智慧工廠時達到良率提升與快速成因定位目標。
5.	依專案客戶需求提供適切解決方案，並與RD部門合作規劃專案進度、預算、排程。
6.	建立客戶溝通並文件化，與RD部門制定專案時程及追蹤查核點。
7.	擅長工程分析系統與解決問題系統性方法論，並協助客戶前端應用問題。
8.     客戶售後諮詢及產品應用教育訓練。

使用工具：
1.熟悉數據資料庫、熟悉智慧製造分析方法、或熟悉軟體解決方案及資訊管理者為佳
2.有數據分析或良率分析改善經驗者加分

學經歷：
資訊管理、資訊工程、電機工程、商管相關


加分項目：
1.	具製造業工程領域知識(晶圓廠/PCB/LED/封測/LCD/精密加工/傳產)
2.	良率分析改善經驗(產品良率提昇等製程整合改善)
3.	擅長工程分析系統與解決問題系統性方法論
4.	對智能與大數據產業具高度熱誠。 
5.	研究客戶需求、規劃系統開發方向、解決客戶問題
6.	執行資料分析系統之規劃、執行、設計及發展進度掌控
7.	對客戶介紹智能大數據平台，解決客戶問題
8.	了解大數據架構與AI 應用
9.	深入瞭解用戶需求、市場趨勢、業界動態與最新技術應用。
10.	設計商業邏輯、功能與流程。
11.	撰寫規劃產品規格書與 Roadmap
12.	數據分析能力與工具使用，數據視覺化。
13.	專案管理能力與經驗
",專科以上,不拘,[],"加分項目：

PS. 誠信、負責、主動積極、有挑戰精神優先錄取
"
Thai Speaking Customer Relations Specialist -  ภาษาไทย/ ภาษาอังกฤษ,立亨網絡服務有限公司,台北市大安區,"月薪40,000元以上",//www.104.com.tw/job/7goir?jobsource=jolist_b_relevance,"

ให้คำแนะนำเกี่ยวกับการเงินและการลงทุนที่ถูกต้องและครบถ้วนที่สุด。
提供客戶走在最前端且最完善的金融諮詢。
ให้บริการลูกค้าอย่างมืออาชีพเพื่อให้ลูกค้าได้รับความพึงพอใจอย่างสูงสุด และเพื่อเพิ่มอัตราการกลับมาใช้บริการซ้ำ 100%。
以客戶為本的行業頂尖專業，締造始終 100％ 的回頭率。 


【工作內容】
1. ให้คำปรึกษาเกี่ยวกับข้อมูลทางการเงินและการลงทุนกับลูกค้าแบบมืออาชีพ。
一對一客製化專業金融資訊諮詢。 

2. อำนวยความสะดวกในการซื้อขายบนแพลตฟอร์มให้แก่ลูกค้า รวมไปถึงการเสนอกิจกรรมและโปรโมชันใหม่ล่าสุดแก่ลูกค้า。 
維繫金融商品交易平台上既有客戶，提供最新資訊給客戶。

3. ดูและรับผิดชอบและจัดการปัญหาที่อาจเกิดขึ้นจากการลงทุนให้แก่ลูกค้า รวมไปถึงการติดตามและการบริการหลังการขายให้แก่ลูกค้า。
負責客戶問題提供解決方案，並對其結果進行追蹤與回報。

4. การจัดการข้อร้องเรียนจากลูกค้า และดูแลความสัมพันธ์กับลูกค้าให้ดีที่สุด。
客訴問題處理 / 客戶關係維護。

5. ปฏิบัติหน้าที่อื่นๆ ตามที่ได้รับมอบหมายจากหัวหน้าให้แล้วเสร็จ。 
支援主管其他交辦事項。


【正式上線說明】
- เนื่องจากอ้างอิงเวลาการเปิดปิดตลาดตามเวลาสากล ผู้สมัครต้องสามารถเข้างานหมุนเวียนเป็นกะได้ โดยวันหยุดจะประเมินจากหัวหน้าที่เกี่ยวข้อง
部分國定假期因國際市場開盤，故需輪值，依照主管排班評估。

- ตำแหน่งที่ว่างได้แก่: ภาษาไทย/ อังกฤษ/ จีน เป็นผู้ที่มีทักษะฟัง พูด อ่าน เขียน ในภาษาต่างประเทศได้อย่างคล่องแคล่ว และจะได้รับโบนัสค่าภาษาเพิ่ม。
此職缺為泰文/英文/中文，聽說讀寫精通者，另有優渥的語言津貼。




",專科以上,不拘,"['中文打字50~75', '英文打字50~75']","

1.  มีความรู้และความเข้าใจพื้นฐานเกี่ยวกับการเงินการลงทุน และตลาดดิจิทัล ผู้ที่ไม่มีประสบการณ์จะได้รับการฝึกอบรมจากบริษัทเพื่อสร้างความรู้พื้นฐานต่อไป。
對數字與金融市場有基礎概念；無相關經驗者，會在由公司培訓搭建基本知識。

2. ความรับผิดชอบในหน้าที่และสามารถทำงานเป็นทีมได้ดี。 
具責任感及良好的團隊合作認知。 

3. พูดชัดถ้อยชัดคำ มีทักษะในการสื่อสารที่ดี。
口齒清晰，口條應對及溝通能力佳。

4. เป็นผู้ที่มีไหวพริบและมีความกระตือรือร้นในการให้บริการ มีความสามารถในการทำงานภายใต้ความกดดัน และมีความสามารถในการควบคุมอารมณ์ได้ดี。
主動積極擁有服務熱忱，具抗壓力及情緒管理能力。 

5. ทักษะในการพิมพ์ ต้องมีความเร็วในการพิมพ์มากกว่า 60 คำต่อนาที。
中打每分鐘 60字以上。 


【必要條件】 
1. 1. เป็นผู้ที่มีคะแนนสอบ TOEIC จำนวน 700 คะแนน ขึ้นไป หรือเทียบเท่า สามารถทักษะการสื่อสารและเขียนได้อย่างคล่องแคล่ว มีโบนัสค่าภาษาเพิ่ม。
TOEIC 700 以上或同等級測驗通過，能順暢進行溝通和寫作，享優渥語言津貼。

2. สำหรับผู้ที่ไม่ได้ใช้ภาษาไทยเป็นภาษาแม่ ต้องมีใบรับรองการใช้ภาษาไทยเป็นภาษาต่างประเทศ  TCLA ระดับ T1 หรือ CU-TFL。
母語非泰文者，須具備 TCLA 泰文檢定 T1證書 或 CU-TFL 朱拉檢定 Superior 證書。


【加分條件】 
หากผู้สมัครมีประสบการณ์ในอุตสาหกรรมที่เกี่ยวข้องมากกว่า 1 ปี จะได้รับการพิจารณาเป็นพิเศษ。
同行業經歷 1年以上者優先面試。


【溫馨提醒】
面試者請確認可接受基礎技能相關測驗，包含筆試與口試。


"
產品規劃顧問-大水業務銷售人員(台中)高額獎金,世磊實業股份有限公司,台中市西屯區,"月薪28,000~60,000元",//www.104.com.tw/job/4qiaj?jobsource=jolist_b_relevance,"本公司代理德國頂級全戶型淨水設備：
1.開發通路經銷商
　a.大型或豪宅設計公司
　b.進口廚具及衛浴商
　c.高價進口電器行
2.定期拜訪現有經銷商，維繫穩定客戶關係
3.負責產品報價及產品展示，並處理帳款回收相關事宜
4.負責業務推展，傳達及說明公司各項業務重大訊息、活動及產品
5.熟悉進口廚具，衛浴，電器行業者尤佳
6.善於開發客戶，溝通協調，具備業務工作三年以上
7.保障底薪+高業績獎金，升遷管道暢通
8.油資補助(須自備車輛)
9.經營過室內設計師、建設公司、進口廚衛浴或建材業，優先錄取",專科以上,不拘,[],"

1.  มีความรู้และความเข้าใจพื้นฐานเกี่ยวกับการเงินการลงทุน และตลาดดิจิทัล ผู้ที่ไม่มีประสบการณ์จะได้รับการฝึกอบรมจากบริษัทเพื่อสร้างความรู้พื้นฐานต่อไป。
對數字與金融市場有基礎概念；無相關經驗者，會在由公司培訓搭建基本知識。

2. ความรับผิดชอบในหน้าที่และสามารถทำงานเป็นทีมได้ดี。 
具責任感及良好的團隊合作認知。 

3. พูดชัดถ้อยชัดคำ มีทักษะในการสื่อสารที่ดี。
口齒清晰，口條應對及溝通能力佳。

4. เป็นผู้ที่มีไหวพริบและมีความกระตือรือร้นในการให้บริการ มีความสามารถในการทำงานภายใต้ความกดดัน และมีความสามารถในการควบคุมอารมณ์ได้ดี。
主動積極擁有服務熱忱，具抗壓力及情緒管理能力。 

5. ทักษะในการพิมพ์ ต้องมีความเร็วในการพิมพ์มากกว่า 60 คำต่อนาที。
中打每分鐘 60字以上。 


【必要條件】 
1. 1. เป็นผู้ที่มีคะแนนสอบ TOEIC จำนวน 700 คะแนน ขึ้นไป หรือเทียบเท่า สามารถทักษะการสื่อสารและเขียนได้อย่างคล่องแคล่ว มีโบนัสค่าภาษาเพิ่ม。
TOEIC 700 以上或同等級測驗通過，能順暢進行溝通和寫作，享優渥語言津貼。

2. สำหรับผู้ที่ไม่ได้ใช้ภาษาไทยเป็นภาษาแม่ ต้องมีใบรับรองการใช้ภาษาไทยเป็นภาษาต่างประเทศ  TCLA ระดับ T1 หรือ CU-TFL。
母語非泰文者，須具備 TCLA 泰文檢定 T1證書 或 CU-TFL 朱拉檢定 Superior 證書。


【加分條件】 
หากผู้สมัครมีประสบการณ์ในอุตสาหกรรมที่เกี่ยวข้องมากกว่า 1 ปี จะได้รับการพิจารณาเป็นพิเศษ。
同行業經歷 1年以上者優先面試。


【溫馨提醒】
面試者請確認可接受基礎技能相關測驗，包含筆試與口試。


"
程式設計師,麥獅數位互動工作室,台中市西屯區,"月薪30,000元以上",//www.104.com.tw/job/7iy4b?jobsource=jolist_b_relevance,"1. 針對開發中的自家平台進行程式撰寫
2. 負責後續平台系統維護及調整
3. 處理承接專案之相關程式
4. 有手機 Web 開發經驗為佳
5對學習新技術具有熱情，具備良好的溝通及團隊合作能力
6. 熟悉PHP、JavaScript、Git (GitHub or GitLab)為佳
7.前端框架至少孰悉一項：
--- VueJS / Angular / React
--- Typescript
--- SCSS, CSS
--- NPM 或 YAML",專科以上,不拘,"['Github', 'PHP', 'JavaScript']","※職務需求
自我管理能力高
有一定的工作效率意識
勇於發表意見，重視團隊合作
能力技能越多，相關經歷越久，有向上調整薪資的空間


自認為重視工作效率，擁有積極認真的精神
但就缺少工作經驗的你
我們也歡迎與你會面
錄取後會安排相關培訓，讓你儘早進入工作狀態


※有相關經歷經驗者
手遊平台或類似相關經驗，我們也很歡迎與你面談


※ 加分條件
有  Android 與 ISO 手遊開發經驗
熟 Google Play 與 Apple store 等上架概念
熟悉 GIT版本控制 與 CI/CD
熟 Scrum專案( Jira、Confluence ) 流程者佳
擁有團體開發經驗"
(新竹)Android/iOS App 軟體研發工程師,宇智網通股份有限公司,新竹市,待遇面議,//www.104.com.tw/job/6glez?jobsource=jolist_b_relevance,"- 開發物聯網IoT相關網通產品Mobile Apps.
- 維護既有專案程式碼, 進行除錯, 實作新功能, 優化效能, 優化UI/UX.
- 進行新專案的評估, 規劃, 設計與開發實作.
",專科以上,不拘,[],"- 具Android/iOS App開發經驗2年以上尤佳.
- 具Android/iOS App上架成功的經驗尤佳.
- 面談時可展示曾經開發過的Android/iOS App成果尤佳.
- 具Android/iOS App UI/UX或美學相關的規劃設計能力尤佳.
- 具IoT/Network/Cloud/Gateway/Router相關Application軟體開發或Mobile App整合經驗尤佳.
- 具AWS/Azure/GCP雲端平台相關Application軟體開發或Mobile App整合經驗尤佳.
- 具Web/Cloud前端/後端Application軟體開發或Mobile App整合經驗尤佳.
- 具雙平台(iOS + Android) App開發經驗優先錄取.
- 有參與團隊合作開發較大型專案經驗尤佳.
- 能獨立完成新專案的規劃, 設計與開發實作流程尤佳.
- 積極主動學習Mobile App相關開發技術與IoT相關軟體整合技術尤佳.
- 積極樂觀與樂於接受相關或新工作任務尤佳."
【台北市中正區】Backend Developer 後端工程師,創科資訊股份有限公司,台北市中正區,"月薪60,000~100,000元",//www.104.com.tw/job/7bwn6?jobsource=jolist_b_relevance,"我們目前主要的專案使用 PHP Laravel + MySQL 建構後端 API，搭配部分由 Node.js 撰寫的 Micro-services 服務，並透過 Terraform 部署到 Amazon Web Services，前端包含 SPA 架構的 Web 後台管理系統，以及使用 React Native 發展的跨平台 App 程式，團隊使用   Jira 進行 Issues 管理，使用 GitLab 進行版控，DevOps 流程則使用 Jenkins 與 GitLab CI/CD 進行持續整合與發佈。我們非常重視團隊成員的能力提升，所以也會不定期邀請業界頂尖的專家分享各類主題，例如資安或 Web 最新技術如 Tailwind CSS 等。

只要你對軟體開發的工作有熱情，希望找到舞台讓自己跟資深工程師一起追求充滿挑戰的專案，只要你有資質有潛力，不用擔心現在會的技術不夠多，因為我們的夥伴都有能力也有耐心教會你。


【職務內容】
1.熟悉 PHP/NodeJS/Java/.Net core 其中一種以上語言
2.熟悉 MySQL/MongoDB/Elasticsearch 等資料庫工具
3.熟悉 Git / Jenkins CI / Jira 等團隊開發流程導入之工具
4.有能力搭配 Vue 套版開發後台管理系統
5.具備實際的網站開發經驗：請提供 GitHub 或作品參考
6.良好溝通能力：能透過文字、對話讓同事知道你在做什麼，也知道下一步該怎麼配合你
",大學、碩士,資訊工程相關、資訊管理相關、其他數學及電算機科學相關,"['Linux', 'Github', 'Jenkins', 'Git', 'C#', 'Java', 'PHP', 'Python', 'MS SQL', 'MySQL', 'AWS', 'HTML', 'JavaScript', 'CSS', 'Node.js', 'ReactNative', 'ReactJS', 'AngularJS', 'VueJS']","請提供作品集線上連結

【加分條件】
1.資訊管理或資訊工程相關科系學士或碩士以上學歷
2.持有 AWS Solutions Architect 
3.公司主管或教授的推薦信"
PHP 後端工程師 - 全遠端工作,旅人兄弟有限公司,台南市安平區,"月薪40,000~60,000元",//www.104.com.tw/job/7lsu0?jobsource=jolist_b_relevance,"如果你也..

* 不想應付老闆跟同事，也不喜歡老闆管人
* 覺得每天花半小時以上人擠人通勤上班簡直荒謬
* 覺得世界上有比工作更重要的事
* 覺得改變世界聽起來有點累人
* 愛喝酒
* 想享受人生
* 在夢想與現實中掙扎
* 想邊看著海浪邊寫 code
* 想自由安排工作時間
* 是阿宅
我們或許會是很好的夥伴


目前我們有...

* 彈性上下班
* 電腦補助
* 薪資與福利跟公司一起成長
* 基本 7 天特休，每年固定成長
* 永遠不用進公司的保證


職務需求
* 寫 PHP
* 資料庫 (MySQL) 設計及開發
* 不排斥學習及接觸其他語言或框架
* 以下兩項擇一加分
  * 對伺服器設定及 MIS 相關工作有經驗
  * 偏全端或對前端有經驗
* 一起開發產品",不拘,不拘,"['PHP', 'MySQL', 'HTML', 'JavaScript', 'jQuery', 'CSS']","請提供作品集線上連結

【加分條件】
1.資訊管理或資訊工程相關科系學士或碩士以上學歷
2.持有 AWS Solutions Architect 
3.公司主管或教授的推薦信"
Project Manager 專案經理 (IT),核聚股份有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/7a20s?jobsource=jolist_b_relevance,"About Team
You need a job or want a career? Join The Core Group to build your future with us!
IT研發部門是核聚集團的核心團隊，其所開發的兩大雲端服務平台：員工股票選擇權（ESOP/ESPP）平台、智慧投資理財平台— MySmartAdvisor™，不僅提供ESOP/ESPP管理、美股與港股交易，及基金、保險理財等服務，更使集團的業務成功拓展至亞洲及北美洲。

核聚集團致力於發展金融科技，每年投資上百萬美元升級我們的服務平台，除定期更新硬體設備，更依循技術發展的腳步，隨時評估、引進最新開發技術。目前我們所採用的技術包含：後端開發所使用之C#, ASP.Net MVC 5, ASP.Net Core, Entity Framework, Web API / GraphQL，前端開發所使用之Typescript, Angular9, React, Webpack, Less / Sass，以及Visual Studio 2019, Git & Git Flow等。

若您熱愛挑戰及對金融科技產業具有熱誠，歡迎您加入我們的跨國團隊。
更多資訊請參考集團官網www.TCGHL.com。
員工分享心得請點擊http://issuu.com/thecoregroup/docs/testimonial_issuu_tw

What you'll do
● Maintain efficient and effective communication with development team and internal users.
● Manage, coordinate, and monitor project activities, and change-control process according to mutually agreed procedures. 
● Coordinate the scheduling and assignment of internal resources. 
● Coordinate with development team and internal user to define project direction. 
● Report issues and problems promptly.
● Identify and control project risks.
● Develop the project plan in consultation with internal users.
● Participate in the post-implementation review process.
● Create technical documents.



What we need
● Willing to accept / study new technology.
● In depth understanding of software product development. Have experience in coding / system designing is plus.
● Capable to solve IT problem individually. 
● Capable to create technical documentation individually. Ex. SOP, Manual, Users Guide and product_dook. 
● Attention to detail, result-oriented, passionate, and with good presentation and negotiation skills. 
● Proficient in English reading and writing. 
● Have working experience in project management and the implementation. Have Project Management experience in financial industry is highly preferred.

",大學以上,不拘,"['ASP.NET', 'C#']","請提供作品集線上連結

【加分條件】
1.資訊管理或資訊工程相關科系學士或碩士以上學歷
2.持有 AWS Solutions Architect 
3.公司主管或教授的推薦信"
