職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
資深前端軟體工程師(台中)-線上面試,九七科技股份有限公司,台中市西屯區,"月薪65,000元以上",//www.104.com.tw/job/735v3?jobsource=hotjob_chr,"** 應徵時請附上 Cover Letter (自薦信) **
認真對待所開發的產品，就像自己的作品。
重視團隊溝通與合作，互相支援提醒。

-- 工作內容 --
  1. 熟悉網站前端技術 HTML、JavaScript、CSS，與視覺設計團隊配合開發網頁專案
  2. 善於溝通，將與平面設計團隊、企劃、互動工程跨部門合作
  3. 串接後端 API 給予的資料呈現網頁上
  4. 前端團隊目前主要使用 Vue + Pug + Sass 組合開發
  5. 即時處理線上問題
  6. 與各個團隊合作處理需求與問題，並主動回報進度與狀況

-- 必要條件 --
  1. 熟悉 JavaScript
  2. 熟悉 DevTool 工具，有效找到問題與優化
  3. 具有 VueJS / React / Angular 相關框架開發經驗
  4. 具有 Git 或 相關版本控制工具 使用經驗

-- 加分條件 --
  1. 個人作品
  2. 具備單元測試開發經驗
  3. 具備 Android App 開發經驗
  4. 具備 PWA 開發經驗
  5. 具備 SEO 開發經驗
  6. 具備 Docker 使用經驗
  7. 具備 Kubernetes 使用經驗
  8. 熟悉 Typescript

** 本公司接受遠端工作，初期需進公司教育訓練 **",大學以上,不拘,"['Git', 'HTML', 'JavaScript', 'CSS', 'VueJS']",應徵時請附上作品集、文案、自傳、證照等加分文件
Senior Backend Development / 資深後端工程師,新加坡商耐思人工智能有限公司台灣分公司,台北市內湖區,待遇面議,//www.104.com.tw/job/7kmtt?jobsource=hotjob_chr,"【工作內容】
1.精進團隊開發流程、工具與架構技術
2.協助 PM 與客戶端溝通，了解需求後規劃並執行軟體架構與其模組之設計，且控管整體軟體交付進度
3.積極支援線上緊急問題處理
4.負責前後台網站的後端各類型服務建置與開發
5.具備團隊意識，能與團隊其它成員共同完成需求開發與解決線上問題
6.撰寫單元測試，整合測試程式碼，持續與團隊整合以交付高品質程式
7.參與架構設計與開發，支持系統持續演化改善以應對快速變動的需求

【技能需求】
1.精通 C#、ASP.Net MVC、T-SQL、Javascript
2.熟悉 .Net core 3.1 或 .Net 6
3.熟悉 MSTest / NUnit / xUNIT 任何一種單元測試框架
4.熟悉 Git 並能熟練運用於程式碼版本控管
5.會看執行計畫及擁有 Stored Procedure 效能調校經驗
6.曾使用 Jenkins 或 Gitlab CI 設計或實踐過 CI/CD 流程
7.瞭解或熟悉 Linux
8.Docker 經驗佳
9.有雲端經驗佳",專科、大學、碩士,資訊工程相關、資訊管理相關、應用數學相關,"['ASP.NET', 'Visual Studio .net', 'WinForm', 'MS SQL', 'HTML', 'JavaScript', 'XML', 'jQuery']","具備以下條件優先錄取：
熟悉 MySQL or MSSQL
- 熟悉 AWS ( or GCP/  Azure) 或具備 AWS認證證照
- 曾有 Pair programming 經驗
- 熟悉 Linux
- 熟悉 Redis / Mongo DB"
Android工程師（三組）,日新技術有限公司,台中市西屯區,"月薪32,000~50,000元",//www.104.com.tw/job/6vuaa?jobsource=hotjob_chr,"在這裡你可以開發全新功能、或是維護迭代原有功能，都能體驗到0-1的過程。如果你熱愛Android開發，那就加入我們一起來挑戰這個越來越大的市場吧！不論你是初階的Android工程師、或是有一定工作經驗的，皆會依據你的狀況來安排適當的教育訓練讓你上手工作。

＊面試請提供相關作品Demo，跟我們聊聊你的作品

◆ 需要技能：
- 熟悉Android Studio
- 熟悉Java或Kotlin （目前專案以Kotlin開發為主）
- 熟悉第三方套件
- 熟悉版本控制Git

◆ 加分項目：
- RESTful API 、JSON串接經驗
- RxJava2 + Retrofit 使用經驗
- 略懂C++ => 主要是NDK需要使用
- 串接過第三方廣告商SDK
- 撰寫過Lib
- 略懂影音串流
- 熟練使用MVVM模式

◆ 如果你具備以下特質更棒了：
- 樂觀開朗負責，溝通能力良好，重視團隊合作
- 具高度學習力因應變化快速的互聯網
- 正面積極，樂於接受新事物及挑戰

◆ 福利：
1. 績效獎金
2. 工作日提供免費午餐
3. 每月補充免費零食、飲料
4. 部門聚餐/公司聚餐  ",大學,不拘,"['Android', 'Java', 'Kotlin']","具備以下條件優先錄取：
熟悉 MySQL or MSSQL
- 熟悉 AWS ( or GCP/  Azure) 或具備 AWS認證證照
- 曾有 Pair programming 經驗
- 熟悉 Linux
- 熟悉 Redis / Mongo DB"
高級後端工程師 Node.JS ＆ C#(.net core),小熊科技有限公司,台北市中正區,"月薪60,000~80,000元",//www.104.com.tw/job/7nuwf?jobsource=hotjob_chr,"1. 與設計團隊共同合作開發大型網站平台
2. 創造給客戶更好的UI/UX體驗
3. 設計，開發網頁介面
4. 採用Scrum開發流程
",不拘,不拘,[],"*熟悉 Node.JS & Express Web Framework
*熟悉 C#(.net core)
*熟悉關聯式資料庫(Oracle 尤佳)
*熟悉 MongoDB
*熟悉 Broker System (ex: Rabbit MQ)
*熟悉 Unit Test & Node.JS test framework, (ex: Mocha, Jest…)
*熟悉 CI/CD
*熟悉 版本開發工具 GIT"
iOS_Objective-C 開發工程師,昊盈資訊有限公司,台北市松山區,待遇面議,//www.104.com.tw/job/73ifz?jobsource=hotjob_chr,"【工作概述】
負責完成公司承接的iOS APP開發案及後續更新維護等工作。

【專業需求】
1. 熟悉Objective-C 或 Swift 語言開發
2. 熟悉iOS開發憑證製作、審核、上架流程
3. 瞭解常用協力廠商開源 SDK（AFNetworking等）
4. 瞭解常用設計模式
5. 熟練掌握iOS UI開發.佈局方式等 ",不拘,不拘,"['Git', 'Objective-C']","【必要學歷】符合其中一項即可：
1.大專以上相關科系畢業。
2.具備iOS APP開發相關的專業學習結訓時數證明或證書。

【必要技能】
Xcode、Git管理工具

【加分經歷】
1.iOS_Objective-C 開發經驗1年以上。
2.具獨立開發APP經驗，或是參與/主導過1次以上大型的APP開發專案。

【人格特質】
1.個性開朗、具備抗壓性
2.有獨立分析問題和解決問題的能力
3.具備良好的開發文件書寫習慣；喜歡解決各種APP開發疑難雜症及瀏覽原始碼習慣
4. 熱愛APP開發技術，緊跟各種新 iOS 的開發技術，學習能力及執行力強

提醒您，
1. 面試者請確認可接受專業技能相關測驗，包含筆試與口試。
2. 技術複試面談因配合主管時間，不一定會與初試同一天完成。
持有經濟部能力鑑定(iPAS)證書者優先面試! MAD
"
軟體研發工程師 - Software Engineer,Antaira_艾科揚股份有限公司,新北市新店區,待遇面議,//www.104.com.tw/job/6mnwm?jobsource=hotjob_chr,"【團隊介紹】
初級技術人/新鮮人照過來!!!
這裡會是職涯發展的好所在，手把手帶領你/妳航向無邊際的軟體研發技術世界~
這是一群由八年級生組成的團隊，年輕、活力、有創意，新世代憧憬的團隊合作、腦力激盪，天天在此上演；我們鼓勵有話直說，為自己的論點做辯護，為團隊的目標做共識，如果你/妳有創新的想法，請大聲說出來與團隊分享吧!

【工作內容】
1. 與團隊共同開發L2 / L3 Ethernet Switch產品軟韌體
2. 與公司其他部門合作，協助客戶處理問題及客製化產品
3. 與團隊一同維護及優化既有產品",大學、碩士,資訊工程相關、電機電子工程相關,"['Linux', 'C']","1. 具備 C 語言程式設計能力
2. 具備 Linux 操作環境經驗
3. 熟悉 Git 操作尤佳
4. 具備 MCU 相關操作尤佳
5. 對程式碼品質有自我堅持與要求
6. 樂於學習、善於分享
7. 具備獨立思考能力並勇於表達專業想法
8. 對於工業4.0、工業物聯網有興趣者"
後端軟體工程師(台中)-線上面試,九七科技股份有限公司,台中市西屯區,"月薪45,000~60,000元",//www.104.com.tw/job/7nnwb?jobsource=hotjob_chr,"** 應徵時請附上 Cover Letter (自薦信) **
認真對待所開發的系統，就像自己的作品。
重視團隊溝通與合作，互相支援提醒。

工作內容
1.後端系統開發，包含 API 與後端各項服務，與外部系統介接
2.開發與維護資料庫資料
3.分析各項資料用來除錯，產生相關報表
4.參與部分管理系統的介面開發
5.即時處理線上問題
6.與各個團隊合作處理需求與問題，並主動回報進度與狀況

*必要條件
1-3年 Node.js 開發經驗，或相關的後端服務開發與維護經驗
MySQL 或其他關聯式資料庫(RDBMS)使用經驗
第三方服務與模組使用與介接經驗
了解版本控制的概念並有 Git 使用經驗

*加分條件
有完整的後端伺服器開發經驗，或是完整作品
熟悉 Linux 系統架構與操作
熟悉 GCP 具有 DevOps、CI/CD 相關經驗
熟悉 API 自動化測試框架及撰寫交付計劃

<本公司接受遠端工作，初期需進公司教育訓練>",大學以上,資訊工程相關、其他數學及電算機科學相關、資訊管理相關,[],應徵時請附上作品集、文案、自傳、證照等加分文件
軟體測試工程師,百阜科技股份有限公司,台北市內湖區,待遇面議,//www.104.com.tw/job/6lplm?jobsource=hotjob_chr,"1. 參與產品審核會議，熟悉產品文件及客戶端數據關係
2. 針對產品制定測試計畫
3. 進行接口測試、功能測試、壓力測試
4. 將測試結果反饋給開發人員並持續追蹤回歸測試",專科以上,不拘,[],"1. 熟悉常用介面測試工具、抓包工具，例如Jmeter、Postman
2. 熟悉使用IOS、Android操作系統
3. 具有基本文書能力及溝通協調力

加分：
1. 有自動化測試者、有興趣者佳 (編寫過http、socket接口測試單元)
2. 會撰寫自動化腳本佳
"
【採線上面談】Software Engineer／Programmer 軟體工程師(台北),新加坡商鈦坦科技股份有限公司台灣分公司,台北市南港區,"月薪50,000~75,000元",//www.104.com.tw/job/3ypjf?jobsource=hotjob_chr,"你所追求的工作是什麼？是寫【程式】，還是打造會讓你感到驕傲的【產品】?

在鈦坦，我們稱呼工程師為「產品開發者」（PD, Product Developer），我們不僅單純的寫【程式】把功能完成，並且考慮到效能、安全、使用性、維護成本、以及花費的資源與時間等因素所造成的影響。 在分析及評估所有影響要素後，達到客戶滿意的產出，才是我們對開發【產品】的要求！

你一定聽過敏捷式開發，但是你真正了解什麼是敏捷式開發嗎？
是很快速的把程式寫完？還是只是一堆似懂非懂的名詞？
如果你／妳自認具備【熱忱】、【追求極致】、【樂於團隊合作】的特質，
我們歡迎你／妳一起加入鈦坦科技的開發團隊
在這個大家庭裡，你將會在專業敏捷開發顧問的協助下
學習到敏捷式開發的精髓，並且實際運用敏捷開發的框架，與團隊一起打造極致的產品。 
我們堅信：沒有最好，只有更好！

•	依據客戶的需求，開發並維護高效能、高安全性、使用者易用的網站應用程式。
•	整合網站應用程式至資料庫導向或 API 導向的後台系統。
•	提供 24x7 的技術支援。
•	開發、改善所有軟體產品，並提供維護所需的所有必要文件。
•	Familiar in server side languages (C# .Net).
•	Familiar in ECMA Script, AJAX.
•	Familiar in Object-Oriented Language.
•	Familiar in SQL-92 databases (Microsoft SQL server).
•	Microsoft SQL Server 2012",不拘,不拘,[],敏捷開發
【採線上面談】Full Stack Developer 全端工程師,新加坡商鈦坦科技股份有限公司台灣分公司,台北市南港區,"月薪50,000~70,000元",//www.104.com.tw/job/714qd?jobsource=hotjob_chr,"【新戰力募集】Full Stack Developer 全端工程師

工作內容:
Technique enthusiasts:
希望你是一位熱愛研究技術，有學習熱情，面對眾多考驗也能不畏艱難的投入， 我們有專門的UI/UX在產品設計與研究，讓你可以更專注在產品開發上。

Producers of fun:
每一個人都是樂趣的製造者，我們期許你將創意投入在產品上，追求更好的客戶體驗，有好的想法，隨時可以提出並且嘗試與實踐。

Problem solving:
我們不缺發現問題的人，但我們很缺解決問題的人，想要的工作環境由自己創造，用技術解決問題是我們的樂趣！

Team working:
專注在開發的你，更須注重與同事的協作，如果你善於溝通，那鈦坦會是你很好發揮的舞台，我們不排斥cross-function ，但我們更注重cross-learning。

Being adaptive: 發現問題，然後快速的修正迭代，我們崇尚敏捷開發，落實inspect and adapt，我們不害怕失敗，怕的是因為害怕失敗而不願意嘗試。

會的不用多，有信心解決問題就好！這裡會是最適合你的環境！

職務說明:
- 依據客戶及商業的需求，開發並維護高效能、高安全性、使用者易用的Web應用程式。
- 整合網站應用程式至資料庫導向或 API 導向的後台系統。
- 開發、改善及維運所有軟體產品與基礎建設，並提供維護所需的所有必要文件。",不拘,不拘,[],"• Familiar in server side languages (C# .Net).
• Familiar in ECMA Script, AJAX.
• Familiar in Object-Oriented Language.
• Familiar in SQL command (CRUD)."
全端工程師 Full Stack Enginner,鉅芯科技有限公司,新竹市,"月薪50,000~150,000元",//www.104.com.tw/job/763yj?jobsource=jolist_b_relevance,"鉅芯科技（Nexus Tech）是半導體軟體供應商，我們結合半導體背景的專家及數據處理的人才，應用大數據/AI技術幫助半導體廠更快速找到問題及提高良率。

【About you】
我們希望你是擁有以下特質的人：
- 喜歡團隊合作&謙虛：願意主動與同事/老闆溝通，一同解決各種問題，和願意聽&了解別人的想法
- 積極負責：積極完成工作，並把水準做到最好，對於不屬於自己負責的問題也願意思考與提出解法，並跨出一步協助大家改善
- 持續學習：喜歡研究更好的作法，不會輕易滿於現況，勇於突破舒適圈
- 要求品質：對工程品質有所堅持，以產出高品質的code為己任


【Job description】
1.  資料分析，建立Data Model
2. 開發UI介面
3. 串接資料源

【必要條件】
- Git
- Javascript
- 熟悉任一以下程式語言：C# / python / Java 
- 熟悉SQL
- 對以下任一server框架熟悉 ex: .net core / django , flask 


【加分條件】
- 對任一Big Data eco-system 有經驗
- 熟悉任一 ML open source 工具，如 tensorflow, pytorch
- CI/CD
- Testing


【我們相信，你會想加入的 3 個理由】
1. 風氣自由，發揮空間大
2. 組織扁平，可接觸到各式半導體/資訊人才人脈
3. 獎金制度
4. 年薪14-18個月",專科以上,不拘,"['ASP.NET', 'Visual C#', 'Data Modeling', 'MS SQL', 'PL/SQL', 'PostgreSQL', 'HTML', 'JavaScript', 'Django']","• Familiar in server side languages (C# .Net).
• Familiar in ECMA Script, AJAX.
• Familiar in Object-Oriented Language.
• Familiar in SQL command (CRUD)."
全端工程師 - Full Stack Developer,希格斯資訊科技有限公司,新北市新店區,"月薪42,000~100,000元",//www.104.com.tw/job/5w81m?jobsource=jolist_b_relevance,"#團隊核心價值
• 解決問題為最終的目標，技術只是其中一種方式
• 不滿足於完成功能與處於現狀
• 不盲目追求最佳解決辦法，在適當的時機採用最合適的解決方案
• 勇於接受挑戰與探索，不怕犯錯的勇氣
• 傾聽、包容、接納多元的聲音與意見
• 有良好的溝通表達能力

#職責
1. 依據客戶需求規劃及實作高效能、高可用性、高擴充性之系統
2. 維護既有系統並視需要規劃重構以增進可維護性
3. 尋找適合的技術及解決方案應用於系統中
4. 自動化持續整合和測試及持續交付

#具備能力
• 良好的程式語言技能，在下列語言佳: C#, Javascript
• OOP, Multi-threading, Concurrent programming
• 熟悉任一種 RMDB 或者 NoSQL
• CI/CD (Senior 需具備)
• 熟悉 Linux (Senior 需具備)

#加分項目
• .Net, .Net Core
• MSSQL, PostgreSQL, Redis, MongoDB, Kafka, Elasticsearch
• Linux, Docker, Jenkins, Ansible, Kubernetes, Openresty(Nginx), AWS
• Vue.js, Angular.js, React.js, Typescript",專科以上,不拘,"['OOP', 'ASP.NET', 'C#', 'MS SQL', 'PostgreSQL', 'JavaScript']","• Familiar in server side languages (C# .Net).
• Familiar in ECMA Script, AJAX.
• Familiar in Object-Oriented Language.
• Familiar in SQL command (CRUD)."
Full Stack全端工程師,通泰媒體應用有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/7idga?jobsource=jolist_b_relevance,"1、維護舊有系統
2、負責軟體之分析、設計以及程式撰寫。
3、參與系統的詳細功能設計,撰寫相關技術文檔
4、編寫軟體代碼、完成單元測試、協助測試
5、開發完成的程式完整滿足需求
6、負責解決開發過程中的技術問題
7、系統開發測試、部署和集成
8、對自我有要求，自主管理、有良好的操守品行
9、上班時間及地點彈性，",專科以上,不拘,"['Git', 'MySQL', 'HTML', 'JavaScript', 'jQuery', 'CSS', 'Node.js', 'ReactJS']","1. 熟悉MongoDB
2. 熟悉RESTful API開發
3. 有串接第三方社群平台及金流經驗
4. 熟悉Docker"
AI 數據服務事業部丨Full-Stack Engineer 全端工程師,若水國際股份有限公司,台北市中正區,"月薪50,000~115,000元",//www.104.com.tw/job/6blep?jobsource=jolist_b_relevance,"我們正在尋找一位願意瞭解使用者需求，具備敏捷思維，且熱情於以技術作為推動事業和產品的關鍵元素的全端工程師。透過你的專業與經驗，促進創新高效數據處理方法，並整合於事業體的工作流程，使身障者得以發揮其專長。

【角色任務與工作項目】
您將負責日常業務執行與優化、技術雛形驗證、infrastructure設計與落地。
1. 執行各式專案之數據處理、組織與資料庫管理工程
2. 競品與工具技術研究與運用
3. 數據處理演算法研究與運用
4. 程式優化(錯誤處理、效能優化等) 
5. 系統架構調整且維穩現有功能權衡處理
6. 個人發想並引入技術解決團隊及用戶問題
",專科以上,不拘,"['Git', 'PHP', 'Python', 'MySQL', 'AWS', 'ReactJS', 'VueJS', 'Django']","Must
•	BS or MS degree in Computer Science.
•	3+ years of applied software engineering experience.
•	Familiar with Python and one of web frameworks, etc, flask, django.
•	Familiar with git version control and agile software development flow.(git flow or github flow)
•	Familiar with developing backend APIs infrastructure.
•	Experience in deploying production-level code to a cloud environment such as AWS or GCP
•	Experience with any RDBMS and knowledge on SQL optimization and relational data structure design
•	Ability to work proactively in a fast-paced start-up environment.
•	Passionate in solving problems by providing feasible solutions in a reasonable timeframe.
•	Be an excellent communicator with engineers and stakeholders with an open mindset.
Plus
•	Experience to build component with front-end frameworks like Vue or React as well as component libraries like Bootstrap, Semantic, or Material.
•	Experience with any NoSQL DB.
•	Experience with Serverless or Microservice architecture design.
•	Experience with Scrum/Agile development methodologies.
•	Experience with software testing and test automation tools.
•	Experience with CI/CD tools like Jenkins.
•	Experience with infrastructure automation technologies like Kubernetes, Nomand, Rancher.
•	Experience with or knowledge in digital image processing.
•	Experience with or knowledge in machine learning technologies.
•	Experience with Docker or OpenCV."
資深全端工程師 Senior Full-Stack Developer,Lexionlu Design Firm_瑞芙國際設計有限公司,台北市大安區,待遇面議,//www.104.com.tw/job/7m1iu?jobsource=jolist_b_relevance,"熟悉 Unix/Linux 與擁有雲端（AWS資深全端工程師 Senior Full-Stack Developer)

Lexionlu Design Firm 瑞芙國際設計有限公司為一國際設計公司，以品牌為中心，協助客戶經由專業的諮詢策略規劃，創造品牌最大價值，增加企業營運成長，獲利增加。服務客戶均為國內外知名大型企業，期許展現自我並具國際觀的人才。

工作內容
1.	遵循設計稿和需求，開發 RWD網站，包含SSG靜態網頁、SSR動態網站，和SPA。部分專案必須符合WCAG 2.1 AA。
2.	遵循原有的函式庫和架構，維護已有的專案，包含Nuxt2＋Tailwind、.NET＋jQuery＋Bootstrap等專案類型。
3.	維護測試環境和專案的部署，需攥寫 docker-compose.yml，並運用GitHub Actions 自動build → deploy → run。

能力需求
1.	至少二年以上前端與後端開發經驗。
2.	良好英語閱讀、寫作、及溝通能力。
3.	良好的溝通介面。
4.	熟悉 WCAG 2.1 AA 與擁有開發經驗。
5.	熟悉 JavaScript (ES6) 或 TypeScript程式語言。
6.	熟悉 HTML5 + CSS3。
7.	擁有 Nuxt2/3的開發經驗。
8.	擁有 Tailwind1/2/3的開發經驗。
9.	擁有Docker、Docker Compose的開發經驗。
10.	熟悉 Git、GitHub flow與擁有其開發經驗。
11.	熟悉 Python程式語言。
12.	 或 GCP 平台）的使用經驗，或擁有基本NA/SA慨念。

加分項目
1.	擁有 GitHub Actions或其他CI/CD的使用經驗。
2.	擁有 Agile/Scrum/Sprints或其他軟體工程開發流程的經驗。
3.	擁有 Nginx或Traefik 的使用經驗。
4.	擁有 Django、Wagtail的開發經驗。
5.	擁有 React Native 或 Flutter的開發經驗。
6.	擁有 WebGL、Three.js的開發經驗，或擁有基本計算機圖學慨念。
7.	擁有 restful API或GraphQL的開發經驗。
8.	擁有任一種資料庫的開發經驗。
9.	擁有 Vuex、Redux、或其他狀態管理的開發經驗。
10.	擁有 Vite、Webpack、Gulp（其中一種）的開發經驗。
11.	擁有 PostCSS或LESS/SASS的開發經驗。
12.	擁有 jQuery和 Bootstrap的開發經驗。
13.	擁有 .NET的開發經驗。

其他條件
1.	熱愛學習，對新技術感到熱誠，喜愛瀏覽國內外各站。
2.	喜愛介面設計，會留意瀏覽器相容性，且達到一致使用者體驗。
3.	擁有UX，UI，SEO等專業知識並能與PM，設計，及客戶溝通能力。
",高中以上,不拘,[],"1.喜愛瀏覽國內外各站，研究最新網路技術
2.在意瀏覽器相容性，達到一致使用者體驗。 
3.擁有UX，UI，SEO等專業知識並能與PM，設計，及客戶溝通
"
全端工程師,睿宇科技股份有限公司,台北市中正區,"月薪60,000元以上",//www.104.com.tw/job/7mxup?jobsource=jolist_b_relevance,"【職務內容】
・開發管理後台頁面及自動化業務
・其他新業務的開發與協助。

【必要條件】
・熟悉 Html/Css/Javascript
・熟悉 Angular/React/Vue 擇一
・熟悉 C# ASP.NET Core 或 Javascript NodeJs
・熟悉 Sass 與 Webpack
・熟悉 雲端平台 Azure/AWS/Google 等平台
・熟悉 資料庫 SQLServer/PostgresSQL/MySQL 等資料庫
・熟悉 爬蟲以及自動化處理
＊ 若有自我推薦的作品集請隨附『具作品者優先考慮』

【加分條件】
Linux
CI/CD
Docker

【其他優先招募條件】
・熟悉Git
・良好的物件導向設計觀念及寫作習慣，程式碼清晰易讀
・具良好的英文能力，能閱讀相關技術文件
・在開發專案時能維持高品質製作及嚴守日程
・具團隊精神善於溝通
・能適應且應對充滿變化的新創公司環境
・能以目標為導向思考且行動
・對新技術或是新語言有興趣，且能不斷嘗試以解決問題的人材
・能對非工程師或是不具備程式語言知識的工作夥伴進行容易理解的說明以及講解的溝通能力
",不拘,不拘,"['Github', 'Git', 'C#', 'HTML', 'JavaScript']","1.喜愛瀏覽國內外各站，研究最新網路技術
2.在意瀏覽器相容性，達到一致使用者體驗。 
3.擁有UX，UI，SEO等專業知識並能與PM，設計，及客戶溝通
"
web前端工程師 | full-stack全端工程師,知之有限公司,台北市信義區,"年薪700,000~1,100,000元",//www.104.com.tw/job/7lzdl?jobsource=jolist_b_relevance,"Join a world-class product development team as a practitioner of innovation and growth. This position is responsible for product development quality through effective global teamwork. You will work closely with product managers, designers and R&D engineers.


# 我們的工作方式
團隊架構以產品做劃分，團隊成員包含後端、App 前端（iOS/Android）、UI 與 UX 設計，每個人都會完整地參與到產品的計劃、設計與開發，歡迎對新創及產品開發有熱情的你加入我們！


# 你的工作內容
- 參與 Feature Squad 的開發，與設計師、 App Developer 合作，設計系統架構與實作網站。
- 持續改善與優化網站


# 我們用到的技術
- ReactJS
- Redux
- Redux-Saga
- NodeJS
- SASS
- CSS Modules
- Jest

Requirements
# 我們想找的人
- 1 年以上前端開發工作經驗
- 對於產品開發有熱情，主動參與產品決策的討論
- 熱愛學習新技術（我們有進修補助！）
- 有 Git 使用經驗
- 懂 SEO，sitemap

# 如果你會這些很加分
- 網站效能優化",不拘,不拘,[],"1.喜愛瀏覽國內外各站，研究最新網路技術
2.在意瀏覽器相容性，達到一致使用者體驗。 
3.擁有UX，UI，SEO等專業知識並能與PM，設計，及客戶溝通
"
【Onramp Lab】Full Stack Engineer 全端工程師,克耐得資訊有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/7lxwd?jobsource=jolist_b_relevance,"Onramp Lab is known for building brands with online-to-offline omnichannel marketing capabilities, especially in paid search, display, native, paid social, SEO, email and affiliate marketing across Google, Yahoo, Bing, Facebook, LinkedIn and more. Onramp professionals drive measurable value to multiple wholly owned and partnered companies through strategic guidance and subsequent execution in performance marketing, UX/CRO, and revenue optimization. Today, the Onramp Lab has organized a talented and strong Tech team to automatize success strategies and insight into software evolving into a technology-driven marketing/sales company.

We're looking for talents who's able to:
1. Oversee various work tasks performed by engineers to ensure that demands are being met and all company regulations are being followed.
2. Design workplace policies and standard practices and ensure they are being followed by team members.
3. Evaluate completed work orders to ensure that all policies and standards have been followed and that the needs are met.
4. Collaborate with stakeholders during the visioning and concept development of a product.
5. Analyze existing computer systems and making recommendations for upgrades and improvements.
6. Perform tests and troubleshooting, as well as quality assurance.
7. Collaborate with other departments and professionals in the development of IT systems.",不拘,不拘,"['Linux', 'Git', 'AJAX', 'PHP', 'MySQL', 'AWS', 'HTML', 'JavaScript', 'jQuery', 'CSS', 'ReactJS']","[Basic Requirements]

1. 3-5 years' experience in Linux, Apache/Nginx, PHP, MySQL
2. 1+ year management experience
3. Familiar with: 
     * HTML5/CSS3/JavaScript and application of jQuery、AJAX
     * Laravel framework/Docker/Git
4. Experience in:
    * Using AWS
    * Unit test
    * CI/CD
    * Practice in agile development
    * Program restructuring and structure design for large scale project
5. Positive, responsible, and adaptable to company rules.
6. Problem solver and able to work independently
7. Good communication skills and able to communicate in English""			

[Bonus & Plus]
Experience in 
   * Call center system development
   * CRM system development
   * Marketing management system development
   * Integration / E2E Test
   * Using Kubernetes/ Terraform / TypeScript / React / Next.js""
   * Elasticsearch 		
"
全端工程師 - Full Stack Developer,台灣資料科學股份有限公司,台北市內湖區,"月薪50,000~80,000元",//www.104.com.tw/job/7m79w?jobsource=jolist_b_relevance,"#團隊核心價值
• 解決問題為最終的目標，技術只是其中一種方式
• 不滿足於完成功能與處於現狀
• 不盲目追求最佳解決辦法，在適當的時機採用最合適的解決方案
• 勇於接受挑戰與探索，不怕犯錯的勇氣
• 傾聽、包容、接納多元的聲音與意見
• 有良好的溝通表達能力

#職責
1. 依據客戶需求規劃及實作高效能、高可用性、高擴充性之系統
2. 維護既有系統並視需要規劃重構以增進可維護性
3. 尋找適合的技術及解決方案應用於系統中
4. 自動化持續整合和測試及持續交付

#具備能力
• 良好的程式語言技能，在下列語言佳: Python, React.js
• OOP, Multi-threading, Concurrent programming
• 熟悉任一種 RMDB 或者 NoSQL
• CI/CD (Senior 需具備)
• 熟悉 Linux (Senior 需具備)

#加分項目
• .Net, .Net Core
• MSSQL, PostgreSQL, Redis, MongoDB, Kafka, Elasticsearch
• Linux, Docker, Jenkins, Ansible, Kubernetes, Openresty(Nginx), AWS
• Vue.js, Angular.js, Typescript",專科以上,資訊工程相關、其他數學及電算機科學相關,"['Linux', 'Python', 'ReactNative', 'ReactJS']","[Basic Requirements]

1. 3-5 years' experience in Linux, Apache/Nginx, PHP, MySQL
2. 1+ year management experience
3. Familiar with: 
     * HTML5/CSS3/JavaScript and application of jQuery、AJAX
     * Laravel framework/Docker/Git
4. Experience in:
    * Using AWS
    * Unit test
    * CI/CD
    * Practice in agile development
    * Program restructuring and structure design for large scale project
5. Positive, responsible, and adaptable to company rules.
6. Problem solver and able to work independently
7. Good communication skills and able to communicate in English""			

[Bonus & Plus]
Experience in 
   * Call center system development
   * CRM system development
   * Marketing management system development
   * Integration / E2E Test
   * Using Kubernetes/ Terraform / TypeScript / React / Next.js""
   * Elasticsearch 		
"
